#_elements,Avg_SeqSearch,Avg_BinSearch,
2073,1884.4375,11.09375,
2074,1977.875,10.96875,
2075,1885.90625,11.0625,
2076,1829.34375,11.0,
2077,1910.6875,11.0625,
2078,1858.34375,10.9375,
2079,2054.84375,11.03125,
2080,1855.5625,11.0,
2081,1689.875,11.0625,
2082,1902.0625,11.1875,
2083,1887.96875,11.25,
2084,1770.5,10.84375,
2085,1792.0625,11.21875,
2086,1816.71875,11.0625,
2087,1795.8125,10.90625,
2088,1932.09375,10.9375,
2089,2056.375,10.71875,
2090,1991.5625,11.0625,
2091,1877.5,11.125,
2092,1896.3125,11.0,
2093,1843.75,10.75,
2094,1917.6875,11.25,
2095,2000.71875,11.1875,
2096,2030.375,11.09375,
2097,1926.03125,11.15625,
2098,1924.28125,11.1875,
2099,1927.0,11.125,
2100,1835.28125,11.09375,
2101,2001.15625,11.09375,
2102,1841.625,11.03125,
2103,1998.65625,11.09375,
2104,1872.25,10.84375,
2105,2009.6875,11.09375,
2106,1894.40625,11.03125,
2107,1861.15625,11.09375,
2108,1729.125,11.3125,
2109,1950.15625,10.96875,
2110,2025.28125,10.875,
2111,1834.65625,11.09375,
2112,1833.0,11.0625,
2113,1815.34375,11.0,
2114,1774.9375,11.125,
2115,1865.53125,10.9375,
2116,1731.34375,11.09375,
2117,1946.875,11.0,
2118,1759.65625,11.0,
2119,1912.71875,11.03125,
2120,1885.1875,11.09375,
2121,2002.96875,10.9375,
2122,1950.96875,11.03125,
2123,2074.5625,11.125,
2124,1886.65625,11.09375,
2125,1787.59375,11.0625,
2126,1985.96875,11.15625,
2127,2031.71875,11.125,
2128,1864.78125,10.9375,
2129,2038.40625,11.0,
2130,2002.78125,11.1875,
2131,1938.34375,11.1875,
2132,2012.15625,10.96875,
2133,2061.34375,11.0625,
2134,2000.21875,11.15625,
2135,1849.875,11.1875,
2136,1951.3125,11.21875,
2137,1904.5,11.09375,
2138,2084.125,11.03125,
2139,2027.25,10.96875,
2140,1828.71875,10.90625,
2141,1979.8125,11.09375,
2142,2052.40625,11.0625,
2143,1883.09375,11.28125,
2144,1815.0,11.21875,
2145,1978.40625,10.90625,
2146,2064.71875,11.15625,
2147,2054.28125,11.1875,
2148,1948.0,11.1875,
2149,2095.15625,11.125,
2150,1876.1875,10.8125,
2151,1893.5,11.09375,
2152,1964.875,11.1875,
2153,1864.09375,10.84375,
2154,1827.03125,11.03125,
2155,1775.65625,11.1875,
2156,2032.0,11.0,
2157,1826.78125,11.0,
2158,2006.09375,10.96875,
2159,1896.6875,11.0,
2160,1924.9375,11.15625,
2161,1958.15625,10.96875,
2162,1980.4375,11.15625,
2163,1889.5,11.0,
2164,1853.46875,11.0,
2165,1848.5,11.125,
2166,2007.03125,11.0,
2167,2136.96875,11.0625,
2168,1978.28125,10.9375,
2169,1788.96875,11.0625,
2170,2100.28125,11.15625,
2171,2015.1875,11.0625,
2172,2024.8125,11.09375,
2173,1965.375,11.03125,
2174,2003.78125,11.21875,
2175,2011.34375,11.09375,
2176,1977.34375,11.28125,
2177,2029.28125,10.90625,
2178,1861.625,11.125,
2179,1932.0625,11.03125,
2180,2040.71875,11.1875,
2181,1980.9375,10.9375,
2182,2029.78125,11.1875,
2183,1923.53125,11.1875,
2184,1914.1875,11.21875,
2185,1871.4375,11.03125,
2186,1977.34375,11.21875,
2187,2037.4375,11.28125,
2188,2056.59375,10.90625,
2189,2042.96875,11.125,
2190,2009.65625,11.25,
2191,1975.3125,11.0625,
2192,2027.9375,10.9375,
2193,1736.09375,10.9375,
2194,2011.34375,11.15625,
2195,1978.3125,10.9375,
2196,1923.90625,11.0625,
2197,2019.46875,11.21875,
2198,2013.78125,11.0625,
2199,2118.59375,11.25,
2200,1893.28125,11.3125,
2201,1980.25,11.0625,
2202,1975.34375,11.03125,
2203,2075.40625,11.28125,
2204,2067.71875,11.28125,
2205,2049.0625,11.1875,
2206,2001.28125,11.21875,
2207,2107.90625,11.0625,
2208,2094.625,11.1875,
2209,1917.78125,10.875,
2210,2020.78125,11.1875,
2211,2102.5,11.125,
2212,2018.875,11.28125,
2213,2086.53125,11.09375,
2214,1910.53125,11.15625,
2215,2101.625,11.125,
2216,2113.9375,11.125,
2217,2063.15625,11.3125,
2218,1954.15625,11.15625,
2219,1977.65625,11.09375,
2220,1972.6875,11.34375,
2221,2000.1875,11.21875,
2222,2022.25,11.25,
2223,2008.15625,11.15625,
2224,1985.34375,11.0625,
2225,2157.125,11.1875,
2226,1962.125,11.34375,
2227,1871.59375,11.1875,
2228,1915.1875,11.125,
2229,2229.0,11.125,
2230,2025.875,11.0625,
2231,2166.21875,11.15625,
2232,2002.8125,11.09375,
2233,2003.53125,11.25,
2234,2029.9375,11.09375,
2235,2010.5625,10.90625,
2236,2052.40625,11.0625,
2237,2061.59375,11.09375,
2238,1909.34375,11.28125,
2239,1914.40625,10.9375,
2240,2054.625,11.3125,
2241,2101.625,11.1875,
2242,2080.65625,11.09375,
2243,2085.59375,11.0,
2244,1847.46875,11.375,
2245,2034.375,11.0,
2246,2094.96875,11.0625,
2247,1975.59375,11.25,
2248,1993.5625,11.28125,
2249,2002.65625,11.1875,
2250,2110.34375,11.0625,
2251,2099.3125,11.25,
2252,1984.59375,11.28125,
2253,2037.875,11.3125,
2254,2166.90625,11.09375,
2255,1919.84375,11.0,
2256,1996.46875,11.0625,
2257,2164.84375,11.125,
2258,2130.75,11.25,
2259,2149.875,11.125,
2260,2208.125,11.15625,
2261,2077.6875,11.3125,
2262,1915.53125,11.3125,
2263,2209.78125,11.1875,
2264,2119.75,11.1875,
2265,2071.96875,11.28125,
2266,2076.75,11.34375,
2267,2070.0,11.21875,
2268,2011.4375,11.15625,
2269,2143.09375,11.25,
2270,2163.9375,11.21875,
2271,2047.59375,11.25,
2272,2015.0,11.1875,
2273,2120.84375,11.25,
2274,2209.15625,11.09375,
2275,2205.875,11.0625,
2276,1991.96875,11.0,
2277,1880.03125,11.25,
2278,2102.8125,11.1875,
2279,2109.3125,11.0,
2280,2041.1875,11.21875,
2281,2138.8125,11.25,
2282,2155.21875,11.09375,
2283,1981.84375,11.1875,
2284,2003.46875,11.125,
2285,2064.9375,11.28125,
2286,2004.0625,11.34375,
2287,2111.6875,11.28125,
2288,2130.78125,11.09375,
2289,2115.96875,11.125,
2290,2154.40625,11.3125,
2291,2054.15625,11.09375,
2292,2031.9375,11.1875,
2293,2103.125,11.0625,
2294,2140.75,11.28125,
2295,2118.15625,11.0625,
2296,1913.84375,11.03125,
2297,1978.96875,11.21875,
2298,2034.34375,11.1875,
2299,2122.5625,11.03125,
2300,1982.0625,11.1875,
2301,2039.5625,11.375,
2302,2095.8125,11.21875,
2303,2040.4375,11.15625,
2304,2120.53125,11.15625,
2305,2199.9375,11.125,
2306,2149.9375,11.125,
2307,2256.84375,11.34375,
2308,2216.71875,11.21875,
2309,2080.8125,11.15625,
2310,2096.09375,11.4375,
2311,2128.4375,11.375,
2312,2184.75,11.1875,
2313,2108.3125,11.125,
2314,2287.28125,11.09375,
2315,2097.0625,11.1875,
2316,2188.46875,11.25,
2317,2202.9375,11.15625,
2318,2075.40625,11.15625,
2319,2317.625,11.375,
2320,2054.59375,11.1875,
2321,2102.3125,11.125,
2322,2137.8125,11.0625,
2323,2129.71875,11.34375,
2324,2094.125,10.96875,
2325,1970.375,11.25,
2326,2129.40625,11.09375,
2327,1883.21875,11.21875,
2328,2297.46875,11.0,
2329,2238.75,11.28125,
2330,2271.25,11.28125,
2331,2004.59375,11.09375,
2332,2133.875,11.15625,
2333,2026.9375,11.4375,
2334,2163.90625,10.84375,
2335,2080.625,11.3125,
2336,2149.8125,10.875,
2337,2129.28125,11.125,
2338,1957.8125,11.5,
2339,2128.875,11.0,
2340,2075.21875,10.90625,
2341,2314.875,11.4375,
2342,2117.59375,11.53125,
2343,2154.21875,11.1875,
2344,2034.59375,11.3125,
2345,2249.875,11.34375,
2346,2157.4375,11.21875,
2347,2031.84375,11.1875,
2348,2254.375,11.3125,
2349,2161.59375,11.0625,
2350,2240.75,11.3125,
2351,2261.625,11.40625,
2352,2268.21875,11.15625,
2353,2037.59375,11.34375,
2354,2254.09375,11.15625,
2355,2151.71875,11.3125,
2356,2200.53125,11.125,
2357,1929.25,11.34375,
2358,2252.15625,11.15625,
2359,2031.21875,11.0625,
2360,2219.96875,11.25,
2361,2071.28125,11.375,
2362,2157.4375,11.25,
2363,2073.84375,11.28125,
2364,2284.03125,11.25,
2365,2246.4375,11.21875,
2366,2210.15625,11.40625,
2367,2050.21875,11.09375,
2368,2220.0,11.3125,
2369,2154.125,11.34375,
2370,2124.5625,11.28125,
2371,1898.84375,11.21875,
2372,2103.375,11.34375,
2373,2188.78125,11.25,
2374,1987.625,11.34375,
2375,2160.03125,11.3125,
2376,2354.5625,11.25,
2377,2325.5,11.125,
2378,1994.75,11.34375,
2379,2274.3125,11.09375,
2380,2270.0,11.3125,
2381,2310.5625,11.21875,
2382,2268.53125,11.25,
2383,2296.65625,11.34375,
2384,2226.28125,11.21875,
2385,2163.65625,11.25,
2386,1959.78125,11.34375,
2387,2126.75,11.125,
2388,2047.53125,11.0625,
2389,2226.625,11.25,
2390,2231.09375,11.3125,
2391,2200.4375,11.125,
2392,2241.78125,11.375,
2393,2215.59375,11.34375,
2394,2224.03125,11.28125,
2395,2102.46875,11.21875,
2396,2316.9375,11.28125,
2397,2300.875,11.03125,
2398,2174.34375,10.96875,
2399,2153.8125,11.53125,
2400,2280.8125,11.15625,
2401,2219.3125,11.34375,
2402,2210.875,11.3125,
2403,2279.46875,11.40625,
2404,2214.15625,11.375,
2405,2193.09375,11.46875,
2406,2225.21875,11.28125,
2407,2228.59375,11.1875,
2408,2143.5,11.09375,
2409,2250.09375,11.34375,
2410,2164.46875,11.28125,
2411,2289.53125,11.34375,
2412,2224.65625,11.59375,
2413,2188.875,11.34375,
2414,2300.4375,11.40625,
2415,2283.34375,11.3125,
2416,2124.6875,11.1875,
2417,2306.96875,11.1875,
2418,2157.25,11.375,
2419,2208.46875,11.375,
2420,2007.96875,11.34375,
2421,2273.875,11.3125,
2422,1978.75,11.28125,
2423,2271.15625,11.34375,
2424,2314.03125,11.34375,
2425,2180.78125,11.28125,
2426,2284.25,11.3125,
2427,2138.09375,11.40625,
2428,2135.90625,11.4375,
2429,2008.03125,11.375,
2430,2109.75,11.15625,
2431,2114.40625,11.21875,
2432,2182.78125,11.375,
2433,2071.0625,11.09375,
2434,2277.28125,11.09375,
2435,2344.25,11.28125,
2436,2169.25,11.28125,
2437,2099.0625,11.3125,
2438,2103.46875,11.375,
2439,2246.90625,11.34375,
2440,2119.03125,11.21875,
2441,2261.3125,11.15625,
2442,2262.9375,11.3125,
2443,2044.3125,11.28125,
2444,2235.09375,11.34375,
2445,2122.71875,11.3125,
2446,2077.28125,11.21875,
2447,2214.5625,11.34375,
2448,2255.28125,11.4375,
2449,2318.28125,11.21875,
2450,2295.09375,11.375,
2451,1960.375,11.3125,
2452,2180.71875,11.09375,
2453,2281.5,11.4375,
2454,2121.9375,11.3125,
2455,2158.03125,11.40625,
2456,2279.15625,11.46875,
2457,2215.375,11.0625,
2458,2275.09375,11.28125,
2459,2172.71875,11.21875,
2460,2228.40625,11.375,
2461,2326.0625,11.25,
2462,2107.65625,11.1875,
2463,2246.65625,11.46875,
2464,2261.8125,11.3125,
2465,2367.59375,11.4375,
2466,2251.84375,11.09375,
2467,1979.125,11.28125,
2468,2088.375,11.4375,
2469,2208.03125,11.5,
2470,2386.375,11.28125,
2471,2154.78125,11.375,
2472,2238.96875,11.40625,
2473,2256.75,11.3125,
2474,2264.6875,11.21875,
2475,2223.71875,11.40625,
2476,2229.90625,11.4375,
2477,2233.0625,11.46875,
2478,2329.5625,11.28125,
2479,2322.625,11.46875,
2480,2354.875,11.375,
2481,2240.40625,11.25,
2482,2283.6875,11.46875,
2483,2294.59375,11.28125,
2484,2174.46875,11.59375,
2485,2259.3125,11.5,
2486,2265.25,11.21875,
2487,2327.125,11.40625,
2488,2356.59375,11.40625,
2489,2334.46875,11.28125,
2490,2082.9375,11.125,
2491,2394.0625,11.25,
2492,2206.21875,11.3125,
2493,2297.0625,11.4375,
2494,2312.875,11.40625,
2495,2388.4375,11.625,
2496,2201.78125,11.46875,
2497,2214.59375,11.25,
2498,2233.28125,11.1875,
2499,2402.0,11.5,
2500,2090.75,11.21875,
2501,2152.8125,11.375,
2502,2325.46875,11.28125,
2503,2366.8125,11.3125,
2504,2155.9375,11.28125,
2505,2268.3125,11.46875,
2506,2190.59375,11.46875,
2507,2361.0,11.28125,
2508,2334.28125,11.1875,
2509,2240.34375,11.375,
2510,2272.9375,11.40625,
2511,2320.15625,11.28125,
2512,2393.28125,11.4375,
2513,2210.84375,11.375,
2514,2307.1875,11.46875,
2515,2279.6875,11.5625,
2516,2238.5625,11.15625,
2517,2353.46875,11.5,
2518,2200.0625,11.46875,
2519,2284.65625,11.28125,
2520,2256.5,11.40625,
2521,2325.65625,11.40625,
2522,2286.875,11.5625,
2523,2348.9375,11.34375,
2524,2286.8125,11.3125,
2525,2373.65625,11.125,
2526,2224.40625,11.53125,
2527,2307.15625,11.34375,
2528,2213.90625,11.65625,
2529,2129.21875,11.1875,
2530,2225.3125,11.5,
2531,2254.9375,11.375,
2532,2394.90625,11.25,
2533,2433.9375,11.25,
2534,2354.71875,11.3125,
2535,2315.75,11.1875,
2536,2293.71875,11.125,
2537,2236.9375,11.40625,
2538,2263.71875,11.4375,
2539,2237.59375,11.34375,
2540,2173.84375,11.6875,
2541,2377.21875,11.09375,
2542,2426.4375,11.40625,
2543,2121.625,11.625,
2544,2244.9375,11.375,
2545,2219.90625,11.3125,
2546,2404.5,11.15625,
2547,2077.25,11.34375,
2548,2250.1875,11.46875,
2549,2347.875,11.375,
2550,2190.0,11.53125,
2551,2478.9375,11.5625,
2552,2324.0625,11.375,
2553,2215.4375,11.4375,
2554,2448.25,11.5,
2555,2196.84375,11.28125,
2556,2384.78125,11.25,
2557,2418.25,11.375,
2558,2390.34375,11.3125,
2559,2181.65625,11.46875,
2560,2342.84375,11.34375,
2561,2382.25,11.5,
2562,2390.40625,11.5625,
2563,2424.5625,11.40625,
2564,2201.78125,11.65625,
2565,2439.0,11.1875,
2566,2255.4375,11.53125,
2567,2496.9375,11.53125,
2568,2376.21875,11.40625,
2569,2400.96875,11.3125,
2570,2395.1875,11.28125,
2571,2445.625,11.34375,
2572,2310.625,11.34375,
2573,2362.65625,11.5625,
2574,2209.53125,11.5,
2575,2459.15625,11.375,
2576,2273.75,11.5625,
2577,2443.53125,11.375,
2578,2452.03125,11.46875,
2579,2255.4375,11.34375,
2580,2246.78125,11.5,
2581,1995.53125,11.3125,
2582,2247.9375,11.59375,
2583,2393.40625,11.34375,
2584,2394.34375,11.40625,
2585,2232.5,11.40625,
2586,2292.5625,11.4375,
2587,2410.90625,11.28125,
2588,2276.40625,11.375,
2589,2460.4375,11.59375,
2590,2493.34375,11.5,
2591,2407.78125,11.40625,
2592,2359.28125,11.5,
2593,2407.875,11.28125,
2594,2285.65625,11.59375,
2595,2348.75,11.4375,
2596,2303.15625,11.59375,
2597,2422.21875,11.5,
2598,2341.5,11.625,
2599,2472.6875,11.5,
2600,2258.59375,11.375,
2601,2257.75,10.9375,
2602,2330.21875,11.1875,
2603,2435.09375,11.40625,
2604,2352.71875,11.53125,
2605,2421.625,11.375,
2606,2490.4375,11.25,
2607,2281.21875,11.21875,
2608,2218.875,11.34375,
2609,2245.375,11.5,
2610,2261.25,11.21875,
2611,2393.0625,11.5,
2612,2513.0625,11.46875,
2613,2398.78125,11.3125,
2614,2473.15625,11.4375,
2615,2409.59375,11.5625,
2616,2372.4375,11.5,
2617,2484.9375,11.15625,
2618,2338.375,11.75,
2619,2331.625,11.4375,
2620,2462.3125,11.34375,
2621,2354.96875,11.28125,
2622,2359.21875,11.34375,
2623,2596.71875,11.40625,
2624,2498.0,11.53125,
2625,2350.625,11.375,
2626,2173.71875,11.28125,
2627,2444.96875,11.3125,
2628,2339.53125,11.28125,
2629,2485.71875,11.375,
2630,2356.90625,11.28125,
2631,2409.09375,11.53125,
2632,2349.09375,11.5625,
2633,2517.46875,11.53125,
2634,2435.0625,11.5,
2635,2486.6875,11.40625,
2636,2534.15625,11.5,
2637,2540.09375,11.4375,
2638,2496.125,11.09375,
2639,2363.96875,11.46875,
2640,2305.1875,11.46875,
2641,2553.46875,11.3125,
2642,2469.21875,11.5,
2643,2485.21875,11.5,
2644,2317.21875,11.1875,
2645,2340.875,11.40625,
2646,2225.59375,11.1875,
2647,2421.25,11.4375,
2648,2475.6875,11.5625,
2649,2402.625,11.375,
2650,2521.34375,11.53125,
2651,2327.625,11.1875,
2652,2418.15625,11.3125,
2653,2412.71875,11.5,
2654,2361.28125,11.1875,
2655,2506.3125,11.3125,
2656,2440.40625,11.3125,
2657,2480.6875,11.4375,
2658,2581.53125,11.40625,
2659,2372.46875,11.40625,
2660,2363.21875,11.5,
2661,2324.90625,11.5,
2662,2592.78125,11.28125,
2663,2481.5625,11.34375,
2664,2405.53125,11.625,
2665,2357.0,11.34375,
2666,2448.53125,11.5,
2667,2433.6875,11.375,
2668,2336.0625,11.375,
2669,2592.0,11.375,
2670,2162.1875,11.1875,
2671,2524.28125,11.5625,
2672,2446.625,11.375,
2673,2669.5,11.4375,
2674,2350.875,11.71875,
2675,2434.40625,11.5,
2676,2524.46875,11.59375,
2677,2346.6875,11.59375,
2678,2419.09375,11.375,
2679,2456.34375,11.5,
2680,2640.125,11.3125,
2681,2343.5625,11.3125,
2682,2379.0625,11.34375,
2683,2387.40625,11.5,
2684,2239.34375,11.28125,
2685,2587.65625,11.5625,
2686,2342.21875,11.65625,
2687,2390.5625,11.59375,
2688,2555.59375,11.59375,
2689,2497.875,11.6875,
2690,2542.84375,11.34375,
2691,2519.6875,11.375,
2692,2283.21875,11.625,
2693,2331.03125,11.5,
2694,2597.65625,11.53125,
2695,2521.65625,11.28125,
2696,2166.1875,11.4375,
2697,2345.53125,11.4375,
2698,2341.75,11.3125,
2699,2397.46875,11.34375,
2700,2381.9375,11.65625,
2701,2587.4375,11.5,
2702,2587.875,11.4375,
2703,2645.03125,11.46875,
2704,2509.78125,11.4375,
2705,2351.03125,11.53125,
2706,2217.125,11.5,
2707,2426.375,11.5,
2708,2573.34375,11.5,
2709,2382.71875,11.5625,
2710,2561.4375,11.5625,
2711,2569.5625,11.21875,
2712,2524.4375,11.53125,
2713,2428.84375,11.40625,
2714,2535.28125,11.40625,
2715,2269.75,11.4375,
2716,2557.34375,11.53125,
2717,2379.90625,11.53125,
2718,2379.125,11.46875,
2719,2312.625,11.375,
2720,2205.6875,11.4375,
2721,2377.90625,11.4375,
2722,2417.03125,11.46875,
2723,2607.0,11.3125,
2724,2338.875,11.78125,
2725,2408.71875,11.34375,
2726,2483.5625,11.5625,
2727,2581.0,11.5,
2728,2422.34375,11.46875,
2729,2268.03125,11.6875,
2730,2423.96875,11.28125,
2731,2458.5625,11.53125,
2732,2367.1875,11.59375,
2733,2391.1875,11.40625,
2734,2662.5,11.5625,
2735,2448.71875,11.4375,
2736,2451.65625,11.5625,
2737,2505.625,11.59375,
2738,2450.21875,11.34375,
2739,2462.8125,11.5,
2740,2325.0625,11.53125,
2741,2315.34375,11.34375,
2742,2491.84375,11.375,
2743,2556.25,11.1875,
2744,2555.375,11.4375,
2745,2477.03125,11.53125,
2746,2452.8125,11.65625,
2747,2683.5625,11.59375,
2748,2270.375,11.5,
2749,2482.125,11.6875,
2750,2446.03125,11.75,
2751,2498.21875,11.6875,
2752,2412.09375,11.71875,
2753,2482.1875,11.5625,
2754,2545.78125,11.65625,
2755,2533.25,11.5,
2756,2586.09375,11.53125,
2757,2654.90625,11.5625,
2758,2445.34375,11.59375,
2759,2305.0,11.71875,
2760,2559.0,11.40625,
2761,2540.21875,11.46875,
2762,2543.71875,11.5,
2763,2508.65625,11.4375,
2764,2460.0,11.25,
2765,2522.125,11.59375,
2766,2523.34375,11.6875,
2767,2589.78125,11.65625,
2768,2491.5625,11.3125,
2769,2511.0625,11.21875,
2770,2300.84375,11.625,
2771,2647.25,11.6875,
2772,2489.0,11.15625,
2773,2625.15625,11.53125,
2774,2589.90625,11.625,
2775,2485.4375,11.5,
2776,2501.21875,11.5625,
2777,2625.09375,11.34375,
2778,2508.0,11.625,
2779,2587.4375,11.59375,
2780,2643.96875,11.53125,
2781,2642.03125,11.5625,
2782,2386.09375,11.53125,
2783,2499.46875,11.53125,
2784,2506.125,11.65625,
2785,2623.5,11.65625,
2786,2544.59375,11.28125,
2787,2493.96875,11.71875,
2788,2155.40625,11.4375,
2789,2621.59375,11.4375,
2790,2408.03125,11.625,
2791,2732.21875,11.71875,
2792,2481.09375,11.5625,
2793,2692.875,11.65625,
2794,2605.40625,11.5625,
2795,2358.4375,11.375,
2796,2547.34375,11.40625,
2797,2684.84375,11.6875,
2798,2568.1875,11.625,
2799,2479.8125,11.4375,
2800,2646.875,11.5625,
2801,2397.6875,11.75,
2802,2489.75,11.65625,
2803,2384.90625,11.4375,
2804,2594.78125,11.5,
2805,2592.625,11.625,
2806,2500.15625,11.65625,
2807,2514.3125,11.59375,
2808,2616.78125,11.5,
2809,2547.84375,11.5625,
2810,2707.59375,11.5625,
2811,2595.1875,11.4375,
2812,2511.9375,11.375,
2813,2502.4375,11.53125,
2814,2586.71875,11.65625,
2815,2376.5,11.75,
2816,2572.6875,11.625,
2817,2486.53125,11.4375,
2818,2782.28125,11.71875,
2819,2432.96875,11.53125,
2820,2428.1875,11.46875,
2821,2454.59375,11.53125,
2822,2605.875,11.5625,
2823,2444.25,11.625,
2824,2545.0625,11.625,
2825,2489.90625,11.4375,
2826,2580.59375,11.28125,
2827,2615.59375,11.46875,
2828,2679.0,11.65625,
2829,2505.21875,11.875,
2830,2581.875,11.5,
2831,2435.25,11.40625,
2832,2322.53125,11.28125,
2833,2514.09375,11.28125,
2834,2231.25,11.34375,
2835,2648.59375,11.46875,
2836,2777.3125,11.71875,
2837,2725.96875,11.5625,
2838,2465.40625,11.53125,
2839,2647.25,11.5625,
2840,2677.6875,11.59375,
2841,2799.5625,11.53125,
2842,2755.84375,11.5625,
2843,2538.4375,11.5625,
2844,2696.03125,11.5625,
2845,2749.03125,11.53125,
2846,2382.75,11.59375,
2847,2561.53125,11.53125,
2848,2396.9375,11.53125,
2849,2446.25,11.59375,
2850,2608.03125,11.28125,
2851,2439.84375,11.46875,
2852,2667.3125,11.59375,
2853,2689.5625,11.46875,
2854,2722.15625,11.4375,
2855,2622.25,11.59375,
2856,2301.5,11.25,
2857,2479.25,11.34375,
2858,2494.28125,11.75,
2859,2697.0625,11.65625,
2860,2533.34375,11.8125,
2861,2801.90625,11.65625,
2862,2690.375,11.6875,
2863,2636.65625,11.5625,
2864,2492.5,11.375,
2865,2439.5,11.5,
2866,2478.375,11.5,
2867,2563.84375,11.65625,
2868,2633.875,11.40625,
2869,2534.90625,11.4375,
2870,2631.34375,11.5625,
2871,2667.96875,11.46875,
2872,2473.46875,11.34375,
2873,2325.09375,11.59375,
2874,2700.96875,11.75,
2875,2739.3125,11.4375,
2876,2615.90625,11.53125,
2877,2675.4375,11.8125,
2878,2588.21875,11.5625,
2879,2389.09375,11.71875,
2880,2663.09375,11.8125,
2881,2514.34375,11.375,
2882,2735.375,11.625,
2883,2667.125,11.5625,
2884,2429.96875,11.75,
2885,2698.1875,11.625,
2886,2590.71875,11.53125,
2887,2467.78125,11.5625,
2888,2691.125,11.5625,
2889,2688.65625,11.59375,
2890,2528.9375,11.65625,
2891,2625.28125,11.78125,
2892,2464.5,11.46875,
2893,2315.71875,11.4375,
2894,2477.625,11.28125,
2895,2727.53125,11.40625,
2896,2652.40625,11.6875,
2897,2775.28125,11.53125,
2898,2626.125,11.625,
2899,2504.6875,11.5,
2900,2519.0,11.40625,
2901,2504.84375,11.59375,
2902,2685.25,11.5,
2903,2353.46875,11.53125,
2904,2729.0625,11.53125,
2905,2526.3125,11.46875,
2906,2625.09375,11.65625,
2907,2666.25,11.59375,
2908,2602.90625,11.78125,
2909,2738.75,11.4375,
2910,2631.59375,11.5625,
2911,2794.03125,11.53125,
2912,2703.75,11.625,
2913,2828.125,11.5,
2914,2335.59375,11.6875,
2915,2686.09375,11.625,
2916,2675.28125,11.71875,
2917,2682.71875,11.75,
2918,2618.625,11.5625,
2919,2618.3125,11.75,
2920,2635.8125,11.4375,
2921,2558.125,11.75,
2922,2459.6875,11.5625,
2923,2747.40625,11.65625,
2924,2570.5625,11.5625,
2925,2710.6875,11.75,
2926,2671.53125,11.90625,
2927,2603.46875,11.5625,
2928,2522.0,11.65625,
2929,2726.96875,11.59375,
2930,2631.0,11.59375,
2931,2735.625,11.65625,
2932,2640.8125,11.625,
2933,2697.90625,11.53125,
2934,2453.59375,11.34375,
2935,2674.09375,11.53125,
2936,2552.125,11.6875,
2937,2787.34375,11.75,
2938,2458.1875,11.59375,
2939,2578.15625,11.59375,
2940,2808.9375,11.59375,
2941,2715.53125,11.625,
2942,2671.90625,11.84375,
2943,2590.53125,11.4375,
2944,2634.90625,11.46875,
2945,2665.25,11.6875,
2946,2658.53125,11.78125,
2947,2571.34375,11.59375,
2948,2647.75,11.59375,
2949,2661.0625,11.4375,
2950,2801.9375,11.65625,
2951,2750.71875,11.3125,
2952,2635.96875,11.4375,
2953,2714.875,11.625,
2954,2538.0625,11.59375,
2955,2690.40625,11.4375,
2956,2614.9375,11.28125,
2957,2798.625,11.59375,
2958,2703.46875,11.6875,
2959,2700.46875,11.59375,
2960,2410.09375,11.5625,
2961,2381.5,11.625,
2962,2804.34375,11.65625,
2963,2569.9375,11.90625,
2964,2772.96875,11.53125,
2965,2863.5625,11.625,
2966,2300.03125,11.5625,
2967,2502.8125,11.5,
2968,2590.5625,11.5,
2969,2529.8125,11.8125,
2970,2794.09375,11.46875,
2971,2747.09375,11.5,
2972,2570.0625,11.65625,
2973,2646.75,11.625,
2974,2656.9375,11.90625,
2975,2784.625,11.5625,
2976,2564.5,11.4375,
2977,2882.3125,11.65625,
2978,2686.3125,11.59375,
2979,2689.25,11.40625,
2980,2816.78125,11.75,
2981,2510.25,11.65625,
2982,2476.9375,11.8125,
2983,2824.46875,11.5625,
2984,2727.28125,11.625,
2985,2561.53125,11.375,
2986,2792.53125,11.65625,
2987,2717.09375,11.5625,
2988,2797.375,11.5625,
2989,2711.90625,11.53125,
2990,2783.5625,11.6875,
2991,2616.21875,11.65625,
2992,2644.34375,11.8125,
2993,2749.46875,11.46875,
2994,2679.1875,11.71875,
2995,2820.65625,11.5625,
2996,2493.8125,11.6875,
2997,2705.59375,11.46875,
2998,2474.4375,11.53125,
2999,2842.1875,11.53125,
3000,2711.3125,11.6875,
