#_elements,Avg_SeqSearch,Avg_BinSearch,
1107,983.625,10.40625,
1108,1033.5625,10.25,
1109,1069.5,10.03125,
1110,957.71875,9.96875,
1111,1006.25,10.03125,
1112,1007.21875,9.9375,
1113,1017.03125,10.09375,
1114,977.625,10.09375,
1115,1024.75,10.3125,
1116,1067.59375,10.25,
1117,1065.4375,10.09375,
1118,1027.4375,10.15625,
1119,931.84375,9.96875,
1120,1041.3125,10.3125,
1121,1085.15625,10.03125,
1122,998.28125,10.21875,
1123,955.875,10.28125,
1124,1082.59375,10.28125,
1125,1121.875,10.3125,
1126,1086.46875,10.28125,
1127,955.0625,10.1875,
1128,912.46875,10.34375,
1129,1028.625,10.125,
1130,1008.125,10.03125,
1131,961.9375,10.125,
1132,1053.59375,10.28125,
1133,1106.5,10.0625,
1134,1054.5,10.25,
1135,1056.59375,10.0625,
1136,1037.0625,10.1875,
1137,1016.5,10.40625,
1138,1015.75,10.125,
1139,1056.65625,10.15625,
1140,1001.125,10.0,
1141,1039.46875,10.25,
1142,1043.0,10.21875,
1143,987.0,9.90625,
1144,1032.65625,10.1875,
1145,1046.6875,10.4375,
1146,1092.1875,10.3125,
1147,1049.4375,10.28125,
1148,1084.875,10.21875,
1149,1111.5625,10.3125,
1150,1104.90625,10.28125,
1151,1059.21875,10.28125,
1152,989.65625,10.125,
1153,1066.125,10.34375,
1154,982.75,10.3125,
1155,1120.0,10.1875,
1156,1091.71875,10.34375,
1157,1091.5625,10.125,
1158,940.4375,10.25,
1159,1025.8125,10.34375,
1160,1087.0625,9.96875,
1161,1093.09375,10.28125,
1162,1093.5625,10.21875,
1163,1059.625,10.28125,
1164,1053.34375,10.34375,
1165,1093.1875,10.25,
1166,1008.21875,10.125,
1167,1045.75,10.21875,
1168,1044.0,10.1875,
1169,1127.28125,10.21875,
1170,1000.34375,10.28125,
1171,1083.125,10.375,
1172,1111.65625,10.21875,
1173,953.34375,10.28125,
1174,1107.09375,10.28125,
1175,1018.65625,10.375,
1176,1132.84375,9.96875,
1177,1087.84375,10.25,
1178,1080.375,10.21875,
1179,1105.78125,10.21875,
1180,1116.03125,10.3125,
1181,1079.90625,10.21875,
1182,1082.625,10.375,
1183,1042.90625,10.1875,
1184,1108.875,10.375,
1185,1032.125,10.25,
1186,1019.40625,10.375,
1187,991.78125,10.40625,
1188,1126.625,10.03125,
1189,1056.78125,10.375,
1190,1102.6875,10.40625,
1191,1080.0625,10.21875,
1192,1176.15625,10.1875,
1193,1044.75,10.21875,
1194,1097.1875,10.40625,
1195,1062.4375,10.21875,
1196,1158.125,10.375,
1197,1074.25,10.34375,
1198,1092.6875,10.375,
1199,1057.8125,10.28125,
1200,1023.25,10.40625,
1201,1083.34375,10.28125,
1202,1041.75,10.28125,
1203,1060.96875,10.375,
1204,1182.40625,10.40625,
1205,1162.59375,10.34375,
1206,1177.78125,10.09375,
1207,1142.34375,10.34375,
1208,1074.53125,10.375,
1209,1197.3125,10.5,
1210,1172.84375,10.375,
1211,1155.8125,10.375,
1212,1079.71875,10.5,
1213,1055.71875,10.34375,
1214,1097.25,10.3125,
1215,1102.4375,10.5625,
1216,1144.75,10.46875,
1217,1162.4375,10.25,
1218,1194.375,10.40625,
1219,1158.6875,10.40625,
1220,1113.03125,10.3125,
1221,1014.5,10.4375,
1222,1143.34375,10.40625,
1223,1184.4375,10.34375,
1224,1100.03125,10.40625,
1225,1161.5,10.34375,
1226,1161.6875,10.21875,
1227,1069.34375,10.1875,
1228,1121.375,10.40625,
1229,1051.15625,10.125,
1230,1105.875,10.5,
1231,1128.875,10.21875,
1232,1205.90625,10.34375,
1233,1121.625,10.28125,
1234,1086.9375,10.53125,
1235,1107.84375,10.5625,
1236,1051.625,10.46875,
1237,1103.84375,10.1875,
1238,1155.5625,10.375,
1239,1173.4375,10.3125,
1240,1136.875,10.4375,
1241,1143.9375,10.375,
1242,1225.0625,10.21875,
1243,1202.875,10.34375,
1244,1154.40625,10.5,
1245,1064.78125,10.28125,
1246,1152.3125,10.5,
1247,1093.125,10.1875,
1248,1053.5625,10.25,
1249,998.125,10.25,
1250,1036.0625,10.1875,
1251,1121.25,10.03125,
1252,1122.40625,10.4375,
1253,1150.65625,10.34375,
1254,1056.65625,10.46875,
1255,1235.09375,10.375,
1256,1106.9375,10.53125,
1257,1104.03125,10.3125,
1258,1100.84375,10.28125,
1259,1078.90625,10.375,
1260,1211.375,10.4375,
1261,1211.75,10.46875,
1262,1134.53125,10.65625,
1263,1171.4375,10.46875,
1264,1211.21875,10.46875,
1265,1232.34375,10.40625,
1266,1199.6875,10.625,
1267,1150.71875,10.34375,
1268,1171.15625,10.21875,
1269,1185.71875,10.3125,
1270,1172.8125,10.53125,
1271,1191.90625,10.5,
1272,1199.6875,10.375,
1273,1168.40625,10.4375,
1274,1135.75,10.375,
1275,1133.28125,10.4375,
1276,1214.625,10.3125,
1277,1073.3125,10.03125,
1278,1206.96875,10.53125,
1279,1152.90625,10.59375,
1280,1132.3125,10.46875,
1281,1221.6875,10.1875,
1282,1130.5,10.40625,
1283,1187.40625,10.53125,
1284,1162.03125,10.21875,
1285,1193.78125,10.46875,
1286,1126.21875,10.34375,
1287,1174.125,10.40625,
1288,1107.15625,10.5,
1289,1179.375,10.4375,
1290,1106.59375,10.53125,
1291,1156.15625,10.34375,
1292,1242.625,10.34375,
1293,1026.5,10.625,
1294,1207.625,10.46875,
1295,1175.78125,10.4375,
1296,1188.65625,10.1875,
1297,1099.0625,10.15625,
1298,1210.46875,10.4375,
1299,1161.15625,10.5,
1300,1266.59375,10.4375,
1301,1156.53125,10.4375,
1302,1136.84375,10.59375,
1303,1203.9375,10.4375,
1304,1143.0,10.1875,
1305,1178.75,10.34375,
1306,1274.0,10.34375,
1307,1214.4375,10.53125,
1308,1227.96875,10.53125,
1309,1199.59375,10.28125,
1310,1241.71875,10.5,
1311,1154.15625,10.0625,
1312,1215.21875,10.65625,
1313,1150.6875,10.3125,
1314,1185.625,10.3125,
1315,1088.40625,10.15625,
1316,1203.65625,10.28125,
1317,1242.03125,10.28125,
1318,1137.6875,10.59375,
1319,1158.59375,10.40625,
1320,1219.03125,10.28125,
1321,1151.625,10.03125,
1322,1222.09375,10.625,
1323,1212.40625,10.1875,
1324,1230.8125,10.59375,
1325,1191.34375,10.5,
1326,1273.25,10.375,
1327,1204.28125,10.375,
1328,1266.40625,10.34375,
1329,1230.46875,10.625,
1330,1085.21875,10.25,
1331,1206.46875,10.5,
1332,1223.375,10.4375,
1333,1240.5,10.46875,
1334,1223.625,10.3125,
1335,1152.375,10.375,
1336,1181.90625,10.5625,
1337,1263.4375,10.46875,
1338,1263.03125,10.65625,
1339,1323.75,10.40625,
1340,1263.90625,10.28125,
1341,1255.125,10.53125,
1342,1251.875,10.4375,
1343,1214.1875,10.25,
1344,1208.375,10.4375,
1345,1264.03125,10.625,
1346,1213.0625,10.65625,
1347,1173.5,10.3125,
1348,1218.0,10.65625,
1349,1071.21875,10.59375,
1350,1244.90625,10.59375,
1351,1190.53125,10.5625,
1352,1220.03125,10.6875,
1353,1280.1875,10.53125,
1354,1240.65625,10.53125,
1355,1271.0,10.5,
1356,1232.90625,10.625,
1357,1326.6875,10.15625,
1358,1299.28125,10.5625,
1359,1237.34375,10.25,
1360,1090.0,10.3125,
1361,1212.6875,10.59375,
1362,1292.21875,10.5625,
1363,1245.6875,10.34375,
1364,1181.125,10.4375,
1365,1258.15625,10.46875,
1366,1277.1875,10.1875,
1367,1276.90625,10.5,
1368,1306.03125,10.625,
1369,1230.09375,10.5,
1370,1304.4375,10.375,
1371,1198.09375,10.4375,
1372,1254.875,10.40625,
1373,1246.46875,10.4375,
1374,1257.90625,10.15625,
1375,1336.03125,10.375,
1376,1217.125,10.59375,
1377,1268.90625,10.4375,
1378,1219.84375,10.40625,
1379,1297.0,10.625,
1380,1244.5,10.375,
1381,1188.8125,10.5,
1382,1189.125,10.53125,
1383,1321.875,10.4375,
1384,1283.96875,10.34375,
1385,1219.0,10.46875,
1386,1294.46875,10.3125,
1387,1302.84375,10.5625,
1388,1277.625,10.4375,
1389,1293.375,10.5625,
1390,1129.40625,10.59375,
1391,1302.125,10.59375,
1392,1300.0625,10.75,
1393,1322.78125,10.65625,
1394,1246.3125,10.375,
1395,1282.4375,10.59375,
1396,1346.875,10.25,
1397,1320.9375,10.65625,
1398,1303.375,10.4375,
1399,1252.3125,10.625,
1400,1320.90625,10.53125,
1401,1321.28125,10.53125,
1402,1206.875,10.5,
1403,1267.28125,10.71875,
1404,1305.65625,10.53125,
1405,1290.65625,10.46875,
1406,1179.5625,10.5625,
1407,1347.5625,10.59375,
1408,1331.5625,10.625,
1409,1215.78125,10.65625,
1410,1208.0625,10.4375,
1411,1270.4375,10.65625,
1412,1264.3125,10.53125,
1413,1221.96875,10.5625,
1414,1382.53125,10.53125,
1415,1319.34375,10.5625,
1416,1285.90625,10.59375,
1417,1190.25,10.375,
1418,1279.75,10.28125,
1419,1291.40625,10.1875,
1420,1280.84375,10.34375,
1421,1290.0,10.4375,
1422,1265.90625,10.375,
1423,1246.875,10.5,
1424,1362.96875,10.5625,
1425,1353.5,10.4375,
1426,1290.1875,10.5625,
1427,1303.8125,10.75,
1428,1364.25,10.6875,
1429,1224.34375,10.34375,
1430,1395.28125,10.5,
1431,1296.75,10.6875,
1432,1273.0,10.6875,
1433,1271.4375,10.71875,
1434,1373.5,10.75,
1435,1314.46875,10.46875,
1436,1235.96875,10.875,
1437,1293.75,10.3125,
1438,1294.5625,10.1875,
1439,1370.625,10.46875,
1440,1139.75,10.40625,
1441,1356.125,10.5,
1442,1339.875,10.71875,
1443,1276.03125,10.5625,
1444,1287.375,10.4375,
1445,1298.71875,10.5,
1446,1275.40625,10.40625,
1447,1365.0625,10.53125,
1448,1382.5,10.625,
1449,1352.03125,10.4375,
1450,1254.6875,10.53125,
1451,1333.5625,10.46875,
1452,1325.84375,10.53125,
1453,1331.8125,10.34375,
1454,1386.625,10.5625,
1455,1365.71875,10.75,
1456,1392.34375,10.59375,
1457,1399.21875,10.5625,
1458,1341.3125,10.4375,
1459,1352.65625,10.40625,
1460,1387.71875,10.75,
1461,1376.9375,10.53125,
1462,1286.15625,10.8125,
1463,1266.5,10.46875,
1464,1281.8125,10.78125,
1465,1212.625,10.75,
1466,1288.875,10.59375,
1467,1323.53125,10.40625,
1468,1377.75,10.65625,
1469,1308.46875,10.40625,
1470,1383.1875,10.625,
1471,1443.78125,10.6875,
1472,1359.46875,10.5,
1473,1258.5625,10.90625,
1474,1391.40625,10.78125,
1475,1384.125,10.59375,
1476,1270.625,10.3125,
1477,1393.84375,10.625,
1478,1358.25,10.53125,
1479,1408.75,10.6875,
1480,1329.03125,10.53125,
1481,1364.15625,10.5625,
1482,1329.53125,10.5,
1483,1407.78125,10.65625,
1484,1412.4375,10.5625,
1485,1438.71875,10.8125,
1486,1348.78125,10.65625,
1487,1374.9375,10.5,
1488,1239.71875,10.8125,
1489,1366.875,10.6875,
1490,1331.03125,10.34375,
1491,1382.125,10.4375,
1492,1429.53125,10.59375,
1493,1456.40625,10.59375,
1494,1225.3125,10.5,
1495,1421.25,10.75,
1496,1421.0,10.6875,
1497,1394.875,10.78125,
1498,1344.4375,10.4375,
1499,1434.15625,10.6875,
1500,1398.375,10.59375,
1501,1443.3125,10.75,
1502,1359.0625,10.65625,
1503,1271.34375,10.78125,
1504,1319.8125,10.71875,
1505,1425.90625,10.75,
1506,1401.34375,10.6875,
1507,1420.875,10.5625,
1508,1307.875,10.6875,
1509,1356.21875,10.53125,
1510,1348.8125,10.5,
1511,1390.59375,10.65625,
1512,1406.75,10.84375,
1513,1444.8125,10.65625,
1514,1459.65625,10.6875,
1515,1409.65625,10.625,
1516,1373.5,10.53125,
1517,1357.65625,10.71875,
1518,1342.5625,10.6875,
1519,1512.6875,10.84375,
1520,1220.875,10.71875,
1521,1378.65625,10.75,
1522,1335.40625,10.84375,
1523,1313.375,10.625,
1524,1382.0,10.59375,
1525,1428.09375,10.5625,
1526,1441.5,10.59375,
1527,1359.78125,10.71875,
1528,1373.875,10.5625,
1529,1378.40625,10.5625,
1530,1454.09375,10.65625,
1531,1454.875,10.6875,
1532,1396.5625,10.59375,
1533,1451.53125,10.78125,
1534,1289.21875,10.34375,
1535,1183.6875,10.53125,
1536,1467.8125,10.84375,
1537,1366.25,10.5625,
1538,1429.46875,10.46875,
1539,1306.09375,10.65625,
1540,1339.46875,10.71875,
1541,1398.3125,10.78125,
1542,1390.78125,10.84375,
1543,1415.78125,10.625,
1544,1465.59375,10.5625,
1545,1399.34375,10.625,
1546,1306.5625,10.71875,
1547,1336.53125,10.78125,
1548,1424.28125,10.6875,
1549,1274.03125,10.75,
1550,1371.6875,10.6875,
1551,1425.71875,10.8125,
1552,1437.78125,10.75,
1553,1356.3125,10.6875,
1554,1510.28125,10.6875,
1555,1477.125,10.6875,
1556,1375.78125,10.78125,
1557,1456.34375,10.46875,
1558,1390.1875,10.65625,
1559,1487.625,10.65625,
1560,1431.75,10.4375,
1561,1411.25,10.78125,
1562,1387.59375,10.6875,
1563,1425.15625,10.46875,
1564,1482.40625,10.6875,
1565,1424.125,10.75,
1566,1487.53125,10.8125,
1567,1425.0,10.625,
1568,1455.625,10.6875,
1569,1455.0,10.75,
1570,1290.6875,10.71875,
1571,1383.4375,10.625,
1572,1384.21875,10.625,
1573,1505.28125,10.6875,
1574,1494.78125,10.84375,
1575,1392.6875,10.78125,
1576,1482.15625,10.625,
1577,1372.09375,10.375,
1578,1499.875,10.6875,
1579,1336.5,10.6875,
1580,1353.8125,10.6875,
1581,1375.53125,10.5,
1582,1438.375,10.6875,
1583,1458.0,10.46875,
1584,1436.0625,10.75,
1585,1314.21875,10.75,
1586,1411.875,10.6875,
1587,1538.9375,10.6875,
1588,1520.34375,10.84375,
1589,1385.65625,10.71875,
1590,1495.6875,10.71875,
1591,1484.90625,10.875,
1592,1553.6875,10.8125,
1593,1444.6875,10.71875,
1594,1347.875,10.65625,
1595,1462.90625,10.5625,
1596,1454.1875,10.59375,
1597,1454.15625,10.6875,
1598,1419.75,10.75,
1599,1489.1875,10.71875,
1600,1406.90625,10.59375,
1601,1493.09375,10.78125,
1602,1362.96875,10.4375,
1603,1484.15625,10.84375,
1604,1471.59375,10.8125,
1605,1416.96875,10.59375,
1606,1428.84375,10.875,
1607,1546.53125,10.9375,
1608,1464.625,10.75,
1609,1545.4375,10.53125,
1610,1433.875,10.78125,
1611,1484.75,10.84375,
1612,1394.8125,10.75,
1613,1478.53125,10.75,
1614,1470.78125,10.5625,
1615,1342.3125,10.78125,
1616,1532.3125,10.65625,
1617,1456.375,10.75,
1618,1423.96875,10.40625,
1619,1384.46875,10.71875,
1620,1443.46875,10.71875,
1621,1520.5,10.75,
1622,1414.46875,10.75,
1623,1545.90625,10.75,
1624,1436.625,10.34375,
1625,1587.71875,10.8125,
1626,1453.9375,10.8125,
1627,1443.65625,10.875,
1628,1353.5,10.625,
1629,1525.75,10.75,
1630,1422.21875,10.875,
1631,1458.4375,10.875,
1632,1510.1875,10.90625,
1633,1563.625,10.875,
1634,1462.875,10.6875,
1635,1474.65625,10.625,
1636,1519.8125,10.6875,
1637,1569.0,10.5625,
1638,1509.5625,10.6875,
1639,1472.75,10.78125,
1640,1428.53125,10.875,
1641,1567.78125,10.65625,
1642,1465.46875,10.65625,
1643,1333.125,11.0625,
1644,1327.375,11.0,
1645,1409.21875,10.8125,
1646,1471.78125,10.8125,
1647,1449.4375,10.9375,
1648,1515.65625,10.65625,
1649,1610.59375,10.71875,
1650,1573.90625,10.65625,
1651,1455.40625,10.96875,
1652,1558.0,10.84375,
1653,1471.1875,10.75,
1654,1591.875,10.6875,
1655,1506.9375,10.84375,
1656,1454.1875,10.8125,
1657,1375.78125,10.6875,
1658,1228.59375,10.96875,
1659,1373.03125,10.8125,
1660,1480.125,10.75,
1661,1556.28125,10.5625,
1662,1436.0,10.6875,
1663,1507.28125,10.65625,
1664,1606.59375,10.84375,
1665,1496.875,10.6875,
1666,1606.75,10.78125,
1667,1569.125,10.6875,
1668,1661.0,10.78125,
1669,1508.375,10.84375,
1670,1577.78125,10.84375,
1671,1602.5,10.8125,
1672,1466.125,10.90625,
1673,1428.9375,10.84375,
1674,1634.65625,10.75,
1675,1491.59375,11.0,
1676,1550.15625,10.90625,
1677,1504.96875,11.0,
1678,1528.34375,10.84375,
1679,1591.90625,10.6875,
1680,1621.71875,10.90625,
1681,1491.5625,10.8125,
1682,1482.59375,10.5,
1683,1571.4375,10.875,
1684,1466.0625,10.75,
1685,1612.40625,10.90625,
1686,1668.25,10.75,
1687,1577.15625,10.71875,
1688,1573.46875,10.84375,
1689,1580.6875,10.90625,
1690,1534.375,11.0,
1691,1667.0,10.84375,
1692,1456.09375,10.59375,
1693,1511.1875,10.8125,
1694,1489.71875,10.75,
1695,1502.21875,10.78125,
1696,1675.28125,10.6875,
1697,1599.03125,10.84375,
1698,1636.65625,10.71875,
1699,1375.21875,10.84375,
1700,1450.34375,10.75,
1701,1463.375,10.71875,
1702,1625.53125,10.71875,
1703,1416.6875,10.71875,
1704,1469.34375,10.875,
1705,1569.75,10.6875,
1706,1597.71875,10.53125,
1707,1619.4375,10.6875,
1708,1541.59375,10.53125,
1709,1616.875,10.84375,
1710,1575.59375,10.8125,
1711,1568.4375,10.6875,
1712,1536.96875,10.9375,
1713,1545.4375,10.90625,
1714,1504.9375,10.625,
1715,1571.84375,10.6875,
1716,1574.25,10.6875,
1717,1536.59375,10.5625,
1718,1566.65625,10.78125,
1719,1481.21875,11.0,
1720,1602.21875,10.59375,
1721,1538.4375,10.53125,
1722,1557.34375,10.8125,
1723,1596.21875,10.78125,
1724,1601.21875,10.8125,
1725,1585.03125,10.46875,
1726,1643.0625,10.78125,
1727,1572.625,10.875,
1728,1593.21875,10.90625,
1729,1493.21875,11.09375,
1730,1557.96875,10.625,
1731,1576.90625,10.8125,
1732,1559.96875,10.84375,
1733,1681.84375,10.96875,
1734,1481.375,10.53125,
1735,1536.8125,10.75,
1736,1553.34375,10.84375,
1737,1533.59375,10.78125,
1738,1516.9375,10.84375,
1739,1564.875,10.75,
1740,1542.3125,10.75,
1741,1672.1875,10.8125,
1742,1696.875,10.6875,
1743,1574.9375,10.84375,
1744,1520.0,10.96875,
1745,1600.53125,10.8125,
1746,1683.03125,10.78125,
1747,1506.3125,11.0,
1748,1612.25,10.78125,
1749,1618.8125,10.875,
1750,1672.15625,10.5625,
1751,1544.625,10.875,
1752,1564.0,10.84375,
1753,1627.0625,10.78125,
1754,1484.1875,10.65625,
1755,1668.5,10.65625,
1756,1688.75,10.6875,
1757,1557.8125,10.8125,
1758,1661.40625,10.875,
1759,1568.28125,10.90625,
1760,1667.25,10.71875,
1761,1628.96875,10.9375,
1762,1687.5,10.8125,
1763,1549.84375,10.65625,
1764,1656.6875,10.96875,
1765,1616.28125,10.71875,
1766,1704.53125,10.875,
1767,1609.8125,10.9375,
1768,1460.9375,10.8125,
1769,1578.09375,10.84375,
1770,1643.59375,10.84375,
1771,1499.03125,10.84375,
1772,1486.40625,10.71875,
1773,1647.46875,10.9375,
1774,1587.90625,10.78125,
1775,1612.8125,10.9375,
1776,1754.375,10.875,
1777,1678.75,10.78125,
1778,1540.75,10.59375,
1779,1527.34375,10.84375,
1780,1593.4375,10.59375,
1781,1632.90625,11.09375,
1782,1643.125,10.90625,
1783,1550.71875,11.0,
1784,1655.15625,10.75,
1785,1679.59375,10.9375,
1786,1702.25,10.8125,
1787,1710.875,10.90625,
1788,1706.75,10.90625,
1789,1639.125,10.71875,
1790,1645.3125,10.8125,
1791,1706.4375,10.96875,
1792,1662.6875,10.78125,
1793,1642.96875,11.0,
1794,1717.65625,10.75,
1795,1693.5,10.875,
1796,1632.375,10.8125,
1797,1668.75,10.90625,
1798,1613.75,10.84375,
1799,1640.75,10.875,
1800,1646.34375,10.6875,
1801,1661.59375,10.8125,
1802,1653.65625,10.90625,
1803,1532.5625,10.96875,
1804,1546.125,10.8125,
1805,1603.78125,10.9375,
1806,1594.90625,10.875,
1807,1727.9375,10.875,
1808,1647.28125,10.75,
1809,1699.1875,10.90625,
1810,1648.71875,10.90625,
1811,1498.375,10.625,
1812,1639.71875,10.8125,
1813,1683.21875,10.90625,
1814,1618.5625,10.84375,
1815,1662.90625,10.78125,
1816,1643.5,10.65625,
1817,1699.28125,10.84375,
1818,1633.40625,10.96875,
1819,1671.34375,10.84375,
1820,1554.40625,10.9375,
1821,1681.59375,10.875,
1822,1526.34375,11.0625,
1823,1620.03125,10.78125,
1824,1618.0,10.8125,
1825,1731.3125,11.03125,
1826,1669.75,11.03125,
1827,1656.28125,10.78125,
1828,1619.71875,10.65625,
1829,1738.40625,10.875,
1830,1723.46875,10.9375,
1831,1618.71875,10.84375,
1832,1808.03125,10.8125,
1833,1643.59375,11.0,
1834,1782.1875,10.96875,
1835,1608.09375,10.90625,
1836,1752.125,10.875,
1837,1682.125,10.96875,
1838,1695.5,10.75,
1839,1663.8125,11.0,
1840,1731.84375,10.8125,
1841,1728.125,10.90625,
1842,1679.125,10.78125,
1843,1688.96875,10.96875,
1844,1731.5625,10.875,
1845,1644.625,10.625,
1846,1788.625,10.9375,
1847,1847.0,10.90625,
1848,1756.8125,10.875,
1849,1583.625,10.78125,
1850,1780.21875,11.03125,
1851,1731.46875,10.90625,
1852,1727.40625,10.8125,
1853,1681.375,10.8125,
1854,1682.6875,10.9375,
1855,1724.03125,10.9375,
1856,1678.46875,11.03125,
1857,1528.28125,10.875,
1858,1633.40625,10.96875,
1859,1635.625,10.96875,
1860,1708.3125,11.0,
1861,1574.96875,10.90625,
1862,1639.75,10.75,
1863,1693.8125,11.0,
1864,1725.75,11.03125,
1865,1773.34375,10.875,
1866,1856.34375,10.875,
1867,1813.5,11.0,
1868,1726.0625,10.84375,
1869,1669.5,10.90625,
1870,1753.96875,10.53125,
1871,1632.28125,10.59375,
1872,1683.0625,10.96875,
1873,1677.5,11.03125,
1874,1615.28125,11.0,
1875,1642.875,11.0,
1876,1830.1875,10.9375,
1877,1638.5,10.90625,
1878,1784.65625,10.90625,
1879,1680.40625,10.875,
1880,1860.09375,10.96875,
1881,1630.21875,10.96875,
1882,1584.65625,11.03125,
1883,1859.625,10.84375,
1884,1751.09375,11.03125,
1885,1662.84375,10.6875,
1886,1612.3125,11.0,
1887,1757.9375,10.9375,
1888,1760.1875,10.90625,
1889,1809.875,11.03125,
1890,1818.90625,10.75,
1891,1561.71875,10.875,
1892,1719.03125,10.5,
1893,1615.3125,11.0,
1894,1804.09375,10.875,
1895,1717.34375,10.9375,
1896,1648.28125,10.875,
1897,1827.8125,10.9375,
1898,1718.5,10.84375,
1899,1804.84375,10.84375,
1900,1791.53125,10.90625,
1901,1683.375,11.0,
1902,1594.5625,10.8125,
1903,1598.375,10.90625,
1904,1825.9375,10.84375,
1905,1797.15625,10.9375,
1906,1672.3125,10.90625,
1907,1826.3125,10.6875,
1908,1751.375,10.9375,
1909,1868.03125,10.96875,
1910,1637.53125,11.0,
1911,1723.09375,11.09375,
1912,1692.0625,10.875,
1913,1711.40625,10.78125,
1914,1681.90625,10.8125,
1915,1786.9375,10.96875,
1916,1671.46875,10.96875,
1917,1789.75,10.9375,
1918,1680.40625,10.9375,
1919,1709.28125,10.875,
1920,1653.8125,11.0,
1921,1787.21875,10.90625,
1922,1668.875,10.6875,
1923,1920.46875,11.0,
1924,1625.875,10.9375,
1925,1753.96875,10.84375,
1926,1783.1875,10.90625,
1927,1815.96875,11.03125,
1928,1779.0625,10.90625,
1929,1546.96875,10.9375,
1930,1836.21875,10.875,
1931,1901.0,10.96875,
1932,1810.625,10.90625,
1933,1844.09375,10.90625,
1934,1599.8125,10.9375,
1935,1838.34375,10.8125,
1936,1634.3125,10.875,
1937,1599.15625,10.875,
1938,1662.96875,10.875,
1939,1842.46875,10.9375,
1940,1754.25,10.9375,
1941,1873.0625,11.0,
1942,1802.625,10.875,
1943,1883.625,11.0625,
1944,1746.125,11.03125,
1945,1718.65625,10.84375,
1946,1729.71875,11.09375,
1947,1802.71875,11.0625,
1948,1772.375,11.09375,
1949,1728.5625,10.84375,
1950,1686.3125,11.03125,
1951,1807.96875,10.875,
1952,1696.90625,10.9375,
1953,1691.78125,11.0625,
1954,1813.40625,11.0625,
1955,1726.875,10.875,
1956,1742.59375,10.9375,
1957,1765.65625,10.625,
1958,1645.9375,10.9375,
1959,1792.8125,10.90625,
1960,1818.21875,10.96875,
1961,1807.0,10.96875,
1962,1745.3125,10.75,
1963,1710.28125,11.03125,
1964,1747.1875,11.0,
1965,1599.84375,10.5,
1966,1912.625,10.875,
1967,1818.9375,11.09375,
1968,1833.34375,11.0,
1969,1693.84375,10.9375,
1970,1772.0625,10.71875,
1971,1930.5,11.0,
1972,1888.65625,10.96875,
1973,1787.1875,10.8125,
1974,1757.90625,10.9375,
1975,1803.75,10.9375,
1976,1798.96875,10.90625,
1977,1845.5625,10.875,
1978,1934.15625,11.0,
1979,1848.78125,11.0625,
1980,1754.8125,11.0625,
1981,1813.78125,10.90625,
1982,1756.5625,10.96875,
1983,1804.65625,10.96875,
1984,1775.03125,10.9375,
1985,1893.5,10.8125,
1986,1906.9375,10.9375,
1987,1740.8125,10.84375,
1988,1795.28125,11.0,
1989,1690.40625,11.03125,
1990,1738.03125,11.21875,
1991,1807.34375,10.90625,
1992,1830.125,11.0,
1993,1815.03125,10.9375,
1994,1947.8125,11.15625,
1995,1785.96875,11.03125,
1996,1801.71875,10.96875,
1997,1799.5,10.96875,
1998,1807.5,10.9375,
1999,1865.4375,11.0625,
2000,1596.5,10.875,
2001,1976.15625,11.0,
2002,2002.0,11.0,
2003,1822.15625,10.78125,
2004,1899.34375,10.96875,
2005,1915.96875,11.03125,
2006,1865.09375,11.09375,
2007,1720.09375,10.875,
2008,1805.0625,10.9375,
2009,1711.96875,11.125,
2010,1856.375,10.96875,
2011,1636.625,10.96875,
2012,1815.25,11.03125,
2013,1918.21875,10.90625,
2014,1842.84375,10.9375,
2015,1780.9375,11.1875,
2016,1837.875,11.03125,
2017,1919.625,11.09375,
2018,1825.03125,10.75,
2019,1928.53125,11.0,
2020,1737.78125,10.96875,
2021,1796.625,11.125,
2022,1851.5625,10.96875,
2023,1945.46875,10.71875,
2024,1828.8125,10.84375,
2025,1714.375,10.71875,
2026,1870.03125,10.875,
2027,1714.34375,11.0,
2028,1920.9375,11.0,
2029,1970.1875,10.9375,
2030,1808.875,11.0,
2031,1836.21875,10.78125,
2032,1836.8125,10.9375,
2033,1923.03125,11.03125,
2034,1850.0625,11.09375,
2035,1923.0,11.125,
2036,1811.90625,11.03125,
2037,1964.25,11.0625,
2038,1787.21875,10.8125,
2039,1782.125,10.90625,
2040,1896.78125,11.0,
2041,1873.75,11.09375,
2042,1870.65625,10.90625,
2043,1869.84375,10.9375,
2044,1859.5,11.0,
2045,1804.5625,11.0625,
2046,1900.90625,11.0625,
2047,1919.5625,11.03125,
2048,1942.1875,11.0625,
2049,1733.59375,11.03125,
2050,1837.53125,11.125,
2051,1930.03125,11.03125,
2052,1792.1875,11.03125,
2053,1863.59375,11.09375,
2054,1963.75,11.0625,
2055,1907.09375,11.0625,
2056,1850.0,11.09375,
2057,1756.4375,11.03125,
2058,1941.59375,11.0625,
2059,1943.0,10.90625,
2060,1975.25,10.9375,
2061,1916.84375,11.03125,
2062,1986.5,10.84375,
2063,1869.21875,11.15625,
2064,1850.875,10.96875,
2065,1975.71875,10.78125,
2066,1797.96875,10.65625,
2067,1933.1875,11.0625,
2068,1835.53125,11.09375,
2069,1852.53125,11.0,
2070,1818.5,10.96875,
2071,1862.9375,11.125,
2072,1865.71875,11.09375,
